pool, doeid, nweight, hdd30yr, cdd30yr, kownrent, stories, stove, stovefuel, oven, ovenfuel, ovenuse, stoven, outgrill, dishwash, cwasher, washload, dryer, dryruse, tvcolor, numlaptop, numtablet, pcprint, moisture, prkgplc1, cooltype, tempniteac, numberac, numcfan, notmoist, highceil, windows, adqinsul, drafty, swim, cellar, region, urban, housetyp, famcat, inccat
263 ,12469 ,15925.860651 ,4823 ,236 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,4 ,3 ,2 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,30 ,1 ,3 ,0 ,0 ,4 ,1 ,1 ,4 ,2
260 ,12472 ,9187.6572428 ,1214 ,985 ,2 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,2 ,3 ,1 ,0 ,1 ,2 ,72 ,2 ,1 ,1 ,0 ,20 ,3 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,12475 ,13643.278228 ,5941 ,536 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,1 ,1 ,1 ,1 ,0 ,1 ,2 ,74 ,2 ,1 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
260 ,12539 ,24422.461189 ,4045 ,1371 ,1 ,10 ,0 ,-2 ,1 ,5 ,4 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,0 ,2 ,1 ,0 ,1 ,1 ,72 ,-2 ,3 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,12610 ,26623.007432 ,2487 ,319 ,1 ,40 ,1 ,1 ,2 ,5 ,-2 ,0 ,0 ,1 ,1 ,2 ,1 ,2 ,3 ,3 ,3 ,2 ,0 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,42 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,12642 ,12485.301248 ,4770 ,249 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,4 ,3 ,2 ,1 ,0 ,0 ,1 ,72 ,-2 ,2 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,4 ,2
260 ,12645 ,15586.761922 ,4449 ,1225 ,1 ,10 ,1 ,1 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,3 ,1 ,2 ,1 ,0 ,1 ,1 ,70 ,-2 ,0 ,0 ,0 ,30 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,12657 ,13144.496162 ,4953 ,205 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,70 ,-2 ,0 ,0 ,1 ,41 ,1 ,3 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,12769 ,14511.302959 ,1187 ,1410 ,2 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,6 ,1 ,6 ,4 ,4 ,1 ,0 ,0 ,1 ,1 ,80 ,-2 ,0 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
260 ,12785 ,16539.776117 ,1554 ,1612 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,1 ,0 ,1 ,0 ,1 ,1 ,75 ,-2 ,4 ,0 ,0 ,30 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,12853 ,13856.119007 ,4846 ,231 ,1 ,40 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,2 ,2 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,5 ,0 ,0 ,30 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,4 ,2
254 ,12871 ,9816.2074671 ,5582 ,1167 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,3 ,0 ,0 ,1 ,1 ,1 ,1 ,74 ,-2 ,1 ,0 ,1 ,30 ,1 ,4 ,0 ,1 ,4 ,1 ,1 ,1 ,2
263 ,12931 ,16593.095489 ,2779 ,1866 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,4 ,1 ,2 ,2 ,1 ,1 ,1 ,80 ,-2 ,3 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
260 ,12955 ,32228.097716 ,5552 ,1176 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,5 ,1 ,7 ,5 ,0 ,3 ,1 ,0 ,1 ,1 ,68 ,-2 ,0 ,0 ,0 ,42 ,2 ,4 ,0 ,1 ,4 ,1 ,1 ,3 ,2
272 ,12960 ,23402.683576 ,0 ,2955 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,1 ,0 ,1 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,30 ,2 ,1 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
275 ,13033 ,12422.839746 ,41 ,2477 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,30 ,4 ,3 ,0 ,-2 ,4 ,1 ,2 ,4 ,2
260 ,13043 ,16000.502504 ,3094 ,1758 ,2 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,4 ,2 ,1 ,0 ,4 ,1 ,1 ,1 ,70 ,-2 ,0 ,0 ,1 ,50 ,3 ,2 ,0 ,0 ,4 ,1 ,1 ,3 ,2
254 ,13044 ,13144.496162 ,4924 ,212 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,72 ,-2 ,3 ,0 ,1 ,41 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,1 ,2
254 ,13077 ,7542.2183655 ,885 ,4855 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,1 ,1 ,0 ,1 ,1 ,71 ,-2 ,4 ,0 ,1 ,50 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,1 ,2
260 ,13096 ,15524.883057 ,2606 ,1206 ,2 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,1 ,0 ,1 ,2 ,0 ,1 ,1 ,76 ,-2 ,3 ,0 ,1 ,20 ,3 ,2 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,13132 ,26653.131765 ,1252 ,658 ,2 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,1 ,1 ,4 ,1 ,4 ,3 ,2 ,2 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,5 ,0 ,0 ,30 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
263 ,13177 ,13789.806483 ,5058 ,213 ,2 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,14 ,1 ,14 ,1 ,1 ,0 ,1 ,1 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,1 ,50 ,3 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
272 ,13190 ,14653.637764 ,0 ,3111 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,5 ,1 ,5 ,1 ,2 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,20 ,2 ,4 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
272 ,13214 ,13201.900865 ,1205 ,1336 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,0 ,0 ,-2 ,1 ,76 ,-2 ,1 ,0 ,1 ,10 ,2 ,3 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
272 ,13250 ,39596.098167 ,2787 ,1951 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,4 ,1 ,2 ,1 ,0 ,-2 ,2 ,72 ,3 ,3 ,0 ,0 ,30 ,3 ,1 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
260 ,13295 ,19277.961855 ,1106 ,4443 ,2 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,1 ,1 ,2 ,1 ,0 ,1 ,1 ,74 ,-2 ,6 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,13344 ,11964.324581 ,1237 ,694 ,1 ,31 ,1 ,1 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,3 ,2 ,2 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,41 ,1 ,4 ,0 ,1 ,4 ,1 ,1 ,3 ,2
272 ,13348 ,23885.618464 ,2472 ,328 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,0 ,-2 ,0 ,-2 ,2 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,10 ,4 ,3 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
254 ,13368 ,16644.181783 ,5671 ,61 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,2 ,1 ,2 ,3 ,0 ,0 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,0 ,0 ,1 ,41 ,1 ,4 ,0 ,1 ,4 ,1 ,1 ,1 ,2
272 ,13390 ,24192.342392 ,698 ,1212 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,0 ,0 ,-2 ,0 ,-2 ,1 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,10 ,1 ,4 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
272 ,13450 ,21938.672376 ,1535 ,486 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,0 ,-2 ,0 ,-2 ,2 ,2 ,1 ,0 ,0 ,-2 ,2 ,78 ,1 ,0 ,0 ,0 ,30 ,1 ,4 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
260 ,13464 ,24422.461189 ,3670 ,1505 ,1 ,10 ,1 ,1 ,1 ,1 ,-2 ,0 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,1 ,0 ,1 ,1 ,75 ,-2 ,1 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,13497 ,16178.025364 ,3027 ,1781 ,1 ,20 ,0 ,-2 ,0 ,-2 ,10 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,3 ,2 ,5 ,3 ,0 ,1 ,3 ,72 ,1 ,5 ,0 ,1 ,42 ,3 ,1 ,0 ,0 ,4 ,1 ,1 ,4 ,2
254 ,13525 ,28441.039917 ,5992 ,949 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,2 ,1 ,0 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,70 ,-2 ,1 ,0 ,1 ,30 ,1 ,4 ,0 ,1 ,4 ,1 ,1 ,1 ,2
260 ,13537 ,23171.281745 ,2917 ,1818 ,2 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,4 ,3 ,0 ,1 ,0 ,1 ,1 ,76 ,-2 ,2 ,0 ,1 ,42 ,3 ,4 ,3 ,0 ,4 ,1 ,1 ,3 ,2
260 ,13550 ,13951.996929 ,6174 ,446 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,2 ,2 ,2 ,1 ,1 ,2 ,70 ,2 ,4 ,0 ,1 ,42 ,1 ,4 ,1 ,1 ,4 ,1 ,1 ,3 ,2
260 ,13603 ,16360.487748 ,2593 ,197 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,2 ,1 ,2 ,2 ,0 ,2 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,2 ,0 ,0 ,50 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
254 ,13608 ,19740.084593 ,2704 ,1596 ,2 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,2 ,1 ,1 ,0 ,1 ,1 ,73 ,-2 ,2 ,0 ,1 ,42 ,2 ,1 ,0 ,0 ,4 ,1 ,1 ,1 ,2
263 ,13619 ,27831.388552 ,841 ,5071 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,3 ,0 ,1 ,1 ,0 ,1 ,1 ,80 ,-2 ,9 ,0 ,1 ,50 ,2 ,3 ,3 ,0 ,4 ,1 ,1 ,4 ,2
263 ,13649 ,15479.541454 ,4066 ,1363 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,1 ,0 ,0 ,0 ,0 ,1 ,-2 ,-2 ,-2 ,5 ,0 ,0 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
260 ,13694 ,7664.0652903 ,1289 ,3893 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,2 ,3 ,1 ,1 ,1 ,1 ,1 ,1 ,90 ,-2 ,3 ,0 ,1 ,30 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
254 ,13708 ,30659.043505 ,6113 ,853 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,1 ,2 ,0 ,1 ,1 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,41 ,1 ,4 ,2 ,1 ,4 ,1 ,1 ,1 ,2
275 ,13748 ,16100.203044 ,2878 ,1832 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,1 ,1 ,5 ,1 ,5 ,3 ,2 ,2 ,1 ,0 ,-2 ,1 ,70 ,-2 ,0 ,0 ,0 ,20 ,1 ,4 ,0 ,-2 ,4 ,1 ,2 ,4 ,2
260 ,13767 ,11505.426677 ,1555 ,843 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,2 ,0 ,0 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,3 ,0 ,1 ,30 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
287 ,13793 ,15081.858739 ,3808 ,182 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,4 ,1 ,3 ,6 ,3 ,2 ,2 ,1 ,-2 ,1 ,68 ,-2 ,6 ,0 ,-2 ,42 ,1 ,4 ,0 ,-2 ,4 ,1 ,3 ,4 ,2
260 ,13807 ,11465.435443 ,4169 ,1326 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,4 ,1 ,1 ,0 ,0 ,1 ,1 ,-2 ,-2 ,-2 ,4 ,0 ,1 ,41 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,13819 ,9559.6431824 ,997 ,4300 ,1 ,10 ,1 ,5 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,4 ,1 ,5 ,2 ,1 ,0 ,1 ,0 ,1 ,1 ,72 ,-2 ,4 ,0 ,1 ,30 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,13899 ,9366.3127928 ,1991 ,737 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,41 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,13919 ,9506.4576533 ,1190 ,1397 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,70 ,-2 ,2 ,0 ,1 ,41 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
257 ,13956 ,13164.228274 ,6105 ,740 ,1 ,10 ,1 ,5 ,2 ,5 ,-2 ,0 ,1 ,1 ,1 ,2 ,1 ,3 ,2 ,1 ,2 ,1 ,0 ,1 ,1 ,72 ,-2 ,3 ,0 ,1 ,42 ,2 ,4 ,0 ,1 ,4 ,1 ,1 ,2 ,2
260 ,13978 ,29607.853135 ,824 ,5155 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,3 ,2 ,1 ,1 ,0 ,1 ,1 ,78 ,-2 ,11 ,0 ,1 ,42 ,2 ,4 ,2 ,0 ,4 ,1 ,1 ,3 ,2
263 ,14026 ,13572.200119 ,1923 ,787 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,1 ,7 ,1 ,7 ,1 ,3 ,3 ,1 ,0 ,1 ,2 ,70 ,1 ,0 ,0 ,1 ,30 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,4 ,2
257 ,14066 ,17757.990239 ,4203 ,434 ,2 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,9 ,1 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,2 ,74 ,1 ,0 ,0 ,0 ,41 ,3 ,1 ,0 ,1 ,4 ,1 ,1 ,2 ,2
260 ,14078 ,23940.691488 ,4929 ,211 ,3 ,10 ,1 ,5 ,0 ,-2 ,4 ,1 ,0 ,1 ,1 ,4 ,1 ,4 ,6 ,2 ,0 ,0 ,1 ,0 ,1 ,66 ,-2 ,0 ,0 ,0 ,20 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,14119 ,14016.392433 ,1924 ,3646 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,3 ,3 ,2 ,1 ,0 ,1 ,3 ,80 ,1 ,6 ,0 ,0 ,30 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,3 ,2
275 ,14161 ,20059.052651 ,1215 ,1296 ,2 ,-2 ,1 ,5 ,0 ,-2 ,0 ,1 ,1 ,0 ,0 ,-2 ,0 ,-2 ,4 ,1 ,2 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,1 ,20 ,3 ,1 ,0 ,-2 ,4 ,1 ,2 ,4 ,2
263 ,14168 ,20622.086652 ,5985 ,816 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,1 ,0 ,1 ,0 ,1 ,1 ,74 ,-2 ,4 ,0 ,1 ,50 ,3 ,2 ,0 ,1 ,4 ,1 ,1 ,4 ,2
272 ,14246 ,21759.485057 ,1569 ,1529 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,0 ,-2 ,1 ,80 ,-2 ,0 ,0 ,0 ,20 ,2 ,3 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
260 ,14256 ,11244.5162 ,3595 ,1532 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,1 ,1 ,2 ,1 ,0 ,1 ,2 ,72 ,1 ,1 ,0 ,1 ,42 ,1 ,3 ,0 ,0 ,4 ,1 ,1 ,3 ,2
263 ,14295 ,10626.765065 ,1530 ,1748 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,5 ,1 ,5 ,5 ,2 ,3 ,1 ,1 ,1 ,1 ,78 ,-2 ,3 ,0 ,0 ,30 ,1 ,4 ,2 ,0 ,4 ,1 ,1 ,4 ,2
260 ,14300 ,13267.328655 ,4179 ,1322 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,2 ,0 ,0 ,1 ,0 ,1 ,1 ,70 ,-2 ,2 ,0 ,1 ,41 ,1 ,3 ,0 ,0 ,4 ,1 ,1 ,3 ,2
254 ,14362 ,6537.0149189 ,2042 ,700 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,60 ,-2 ,0 ,0 ,1 ,30 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,1 ,2
275 ,14372 ,39542.480099 ,1861 ,1312 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,14 ,1 ,16 ,1 ,1 ,1 ,1 ,1 ,-2 ,1 ,77 ,-2 ,0 ,0 ,1 ,30 ,2 ,2 ,1 ,-2 ,4 ,1 ,2 ,4 ,2
272 ,14395 ,17910.864159 ,1260 ,851 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,1 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,0 ,-2 ,1 ,83 ,-2 ,0 ,0 ,1 ,20 ,3 ,1 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
287 ,14403 ,9032.1772739 ,6044 ,779 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,10 ,1 ,1 ,0 ,1 ,10 ,1 ,10 ,3 ,1 ,3 ,1 ,1 ,-2 ,1 ,68 ,-2 ,1 ,0 ,-2 ,30 ,2 ,3 ,0 ,-2 ,4 ,1 ,3 ,4 ,2
263 ,14418 ,11422.126468 ,6336 ,393 ,1 ,10 ,1 ,1 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,1 ,2 ,3 ,0 ,1 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,41 ,2 ,3 ,0 ,1 ,4 ,1 ,1 ,4 ,2
260 ,14440 ,9569.2484884 ,1301 ,731 ,1 ,20 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,3 ,1 ,3 ,4 ,1 ,2 ,1 ,0 ,1 ,1 ,74 ,-2 ,3 ,0 ,1 ,41 ,2 ,4 ,3 ,0 ,4 ,1 ,1 ,3 ,2
272 ,14442 ,15936.495723 ,33 ,2556 ,1 ,-2 ,0 ,-2 ,1 ,5 ,1 ,1 ,1 ,1 ,1 ,3 ,1 ,6 ,1 ,1 ,1 ,1 ,0 ,-2 ,1 ,76 ,-2 ,1 ,0 ,0 ,50 ,4 ,4 ,1 ,-2 ,4 ,1 ,2 ,3 ,2
254 ,14502 ,7484.6492272 ,2438 ,1038 ,1 ,10 ,0 ,-2 ,1 ,5 ,0 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,1 ,2 ,2 ,1 ,0 ,1 ,1 ,75 ,-2 ,0 ,0 ,1 ,41 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,1 ,2
263 ,14545 ,14843.659006 ,5681 ,60 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,3 ,3 ,3 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,3 ,0 ,0 ,42 ,2 ,3 ,0 ,1 ,4 ,1 ,1 ,4 ,2
263 ,14591 ,8038.6114648 ,4776 ,247 ,2 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,8 ,1 ,10 ,2 ,1 ,0 ,0 ,0 ,1 ,2 ,74 ,3 ,0 ,0 ,0 ,20 ,2 ,3 ,0 ,0 ,4 ,1 ,1 ,4 ,2
266 ,14595 ,21000.701963 ,1522 ,930 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,-2 ,1 ,70 ,-2 ,3 ,0 ,1 ,20 ,2 ,3 ,0 ,-2 ,4 ,1 ,2 ,1 ,2
260 ,14600 ,10239.182075 ,4464 ,398 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,3 ,1 ,2 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,75 ,-2 ,0 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
260 ,14666 ,25332.115297 ,951 ,4527 ,1 ,20 ,0 ,-2 ,0 ,-2 ,10 ,1 ,1 ,1 ,1 ,20 ,1 ,20 ,3 ,3 ,1 ,2 ,0 ,1 ,1 ,78 ,-2 ,11 ,0 ,0 ,50 ,2 ,4 ,3 ,0 ,4 ,1 ,1 ,3 ,2
266 ,14677 ,27153.105263 ,1569 ,430 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,1 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,0 ,-2 ,2 ,78 ,1 ,0 ,0 ,0 ,10 ,2 ,4 ,1 ,-2 ,4 ,1 ,2 ,1 ,2
260 ,14701 ,11262.239382 ,1234 ,702 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,0 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,41 ,2 ,4 ,1 ,0 ,4 ,1 ,1 ,3 ,2
266 ,14709 ,27064.262773 ,1237 ,694 ,2 ,-2 ,1 ,1 ,0 ,-2 ,3 ,1 ,0 ,0 ,0 ,-2 ,0 ,-2 ,2 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,30 ,3 ,3 ,0 ,-2 ,4 ,1 ,2 ,1 ,2
272 ,14776 ,15227.992459 ,2500 ,311 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,0 ,-2 ,0 ,-2 ,2 ,2 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,20 ,3 ,4 ,0 ,-2 ,4 ,1 ,2 ,3 ,2
260 ,14793 ,13824.156599 ,4491 ,1210 ,1 ,10 ,1 ,5 ,1 ,5 ,-2 ,0 ,1 ,1 ,1 ,5 ,1 ,5 ,2 ,2 ,0 ,1 ,0 ,1 ,1 ,76 ,-2 ,4 ,0 ,1 ,41 ,1 ,4 ,0 ,0 ,4 ,1 ,1 ,3 ,2
