pool, doeid, nweight, hdd30yr, cdd30yr, kownrent, stories, stove, stovefuel, oven, ovenfuel, ovenuse, stoven, outgrill, dishwash, cwasher, washload, dryer, dryruse, tvcolor, numlaptop, numtablet, pcprint, moisture, prkgplc1, cooltype, tempniteac, numberac, numcfan, notmoist, highceil, windows, adqinsul, drafty, swim, cellar, region, urban, housetyp, famcat, inccat
4 ,10227 ,14360.875818 ,7667 ,324 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,8 ,1 ,8 ,3 ,1 ,3 ,0 ,0 ,0 ,2 ,75 ,2 ,0 ,0 ,0 ,30 ,1 ,3 ,0 ,0 ,1 ,0 ,1 ,2 ,1
7 ,10422 ,14739.525368 ,10879 ,117 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,10 ,1 ,9 ,3 ,0 ,0 ,0 ,1 ,1 ,2 ,72 ,2 ,0 ,0 ,0 ,50 ,1 ,4 ,1 ,1 ,1 ,0 ,1 ,3 ,1
7 ,10611 ,21123.652393 ,7210 ,400 ,2 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,0 ,1 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,41 ,2 ,4 ,0 ,0 ,1 ,0 ,1 ,3 ,1
4 ,10806 ,13591.449034 ,7136 ,421 ,1 ,20 ,0 ,-2 ,0 ,-2 ,10 ,1 ,0 ,0 ,1 ,6 ,1 ,6 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,2 ,1 ,0 ,50 ,3 ,2 ,2 ,1 ,1 ,0 ,1 ,2 ,1
31 ,10979 ,20640.342224 ,7515 ,411 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,10 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,3 ,0 ,2 ,1 ,1 ,-2 ,-2 ,-2 ,-2 ,4 ,0 ,-2 ,41 ,2 ,4 ,0 ,-2 ,1 ,0 ,3 ,3 ,1
13 ,11576 ,17396.160282 ,6600 ,539 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,0 ,-2 ,0 ,-2 ,1 ,0 ,0 ,0 ,0 ,-2 ,2 ,68 ,1 ,0 ,0 ,0 ,20 ,1 ,4 ,0 ,-2 ,1 ,0 ,2 ,1 ,1
1 ,12378 ,26217.839959 ,7554 ,338 ,1 ,10 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,2 ,65 ,1 ,1 ,1 ,0 ,30 ,2 ,3 ,0 ,0 ,1 ,0 ,1 ,1 ,1
1 ,12679 ,11475.255124 ,6073 ,693 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,2 ,1 ,1 ,1 ,1 ,0 ,2 ,70 ,1 ,0 ,1 ,0 ,41 ,2 ,4 ,0 ,0 ,1 ,0 ,1 ,1 ,1
1 ,12972 ,32471.478536 ,7189 ,400 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,10 ,1 ,15 ,6 ,1 ,1 ,2 ,0 ,1 ,2 ,70 ,1 ,6 ,1 ,0 ,42 ,2 ,3 ,3 ,1 ,1 ,0 ,1 ,1 ,1
4 ,13047 ,15812.293322 ,7391 ,376 ,1 ,10 ,1 ,5 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,2 ,70 ,1 ,0 ,0 ,0 ,30 ,1 ,3 ,2 ,1 ,1 ,0 ,1 ,2 ,1
1 ,13164 ,15474.940301 ,7188 ,339 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,0 ,1 ,30 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,1 ,1
34 ,13432 ,17044.592098 ,7277 ,426 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,0 ,1 ,3 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,-2 ,2 ,60 ,1 ,0 ,0 ,-2 ,30 ,2 ,3 ,0 ,-2 ,1 ,0 ,3 ,4 ,1
13 ,13435 ,55952.282992 ,7114 ,427 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,0 ,-2 ,0 ,-2 ,2 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,30 ,2 ,3 ,0 ,-2 ,1 ,0 ,2 ,1 ,1
4 ,13932 ,12133.269899 ,7118 ,357 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,1 ,4 ,1 ,4 ,2 ,1 ,1 ,0 ,1 ,0 ,2 ,68 ,2 ,1 ,0 ,0 ,42 ,3 ,2 ,0 ,0 ,1 ,0 ,1 ,2 ,1
10 ,14275 ,14472.043933 ,5314 ,850 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,14 ,1 ,14 ,4 ,1 ,0 ,1 ,1 ,1 ,1 ,70 ,-2 ,4 ,0 ,1 ,41 ,2 ,4 ,2 ,0 ,1 ,0 ,1 ,4 ,1
4 ,14578 ,16639.571054 ,7375 ,379 ,1 ,10 ,0 ,-2 ,0 ,-2 ,15 ,1 ,1 ,0 ,1 ,20 ,1 ,5 ,3 ,0 ,1 ,0 ,1 ,0 ,2 ,70 ,1 ,1 ,0 ,0 ,41 ,3 ,1 ,0 ,0 ,1 ,0 ,1 ,2 ,1
7 ,14902 ,19214.283043 ,6528 ,638 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,15 ,1 ,10 ,2 ,0 ,0 ,1 ,0 ,1 ,2 ,70 ,1 ,3 ,1 ,0 ,42 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,1
10 ,14910 ,18887.022363 ,7069 ,408 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,0 ,1 ,3 ,1 ,3 ,2 ,3 ,1 ,1 ,0 ,0 ,2 ,70 ,1 ,2 ,0 ,0 ,42 ,2 ,2 ,0 ,1 ,1 ,0 ,1 ,4 ,1
34 ,15336 ,30106.927996 ,5211 ,945 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,20 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,3 ,1 ,1 ,0 ,0 ,-2 ,2 ,60 ,2 ,1 ,0 ,-2 ,30 ,2 ,3 ,0 ,-2 ,1 ,0 ,3 ,4 ,1
31 ,15371 ,26856.004061 ,7391 ,396 ,1 ,-2 ,1 ,5 ,0 ,-2 ,5 ,1 ,1 ,0 ,1 ,7 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,-2 ,1 ,65 ,-2 ,0 ,0 ,-2 ,30 ,2 ,3 ,0 ,-2 ,1 ,0 ,3 ,3 ,1
7 ,10075 ,11531.357008 ,7542 ,357 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,0 ,1 ,1 ,7 ,1 ,7 ,1 ,2 ,0 ,1 ,0 ,0 ,2 ,60 ,2 ,3 ,0 ,0 ,41 ,3 ,2 ,0 ,0 ,1 ,0 ,1 ,3 ,1
31 ,10213 ,5400.0914451 ,7428 ,438 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,0 ,1 ,7 ,0 ,-2 ,1 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,-2 ,1 ,0 ,-2 ,41 ,3 ,3 ,0 ,-2 ,1 ,0 ,3 ,3 ,1
1 ,10584 ,22764.012091 ,5356 ,882 ,1 ,10 ,0 ,-2 ,0 ,-2 ,0 ,2 ,0 ,1 ,1 ,1 ,1 ,2 ,2 ,1 ,1 ,1 ,0 ,1 ,1 ,75 ,-2 ,2 ,0 ,0 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,1 ,1
7 ,11131 ,17636.632838 ,5520 ,837 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,4 ,1 ,3 ,2 ,1 ,0 ,1 ,0 ,1 ,2 ,78 ,1 ,4 ,0 ,0 ,30 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,1
1 ,11138 ,12576.139868 ,6636 ,538 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,-2 ,1 ,1 ,1 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,2 ,1 ,0 ,41 ,3 ,2 ,0 ,1 ,1 ,0 ,1 ,1 ,1
4 ,11156 ,19010.929093 ,7466 ,358 ,1 ,40 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,5 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,62 ,-2 ,1 ,0 ,1 ,41 ,2 ,3 ,0 ,0 ,1 ,0 ,1 ,2 ,1
1 ,11286 ,29898.652652 ,7110 ,399 ,2 ,20 ,0 ,-2 ,0 ,-2 ,-2 ,0 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,65 ,2 ,1 ,0 ,0 ,42 ,3 ,2 ,0 ,1 ,1 ,0 ,1 ,1 ,1
10 ,11579 ,28276.730137 ,5791 ,726 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,4 ,1 ,0 ,1 ,1 ,0 ,2 ,60 ,1 ,2 ,0 ,0 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,1
1 ,11772 ,40201.21317 ,7262 ,368 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,0 ,1 ,2 ,1 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,41 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,1 ,1
1 ,11793 ,21984.17155 ,7181 ,384 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,41 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,1 ,1
7 ,12108 ,21163.476118 ,7076 ,549 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,1 ,1 ,3 ,1 ,1 ,2 ,76 ,1 ,1 ,1 ,0 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,1
1 ,12115 ,20659.857652 ,6497 ,561 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,3 ,0 ,1 ,0 ,0 ,0 ,2 ,73 ,1 ,2 ,1 ,0 ,50 ,1 ,3 ,2 ,1 ,1 ,0 ,1 ,1 ,1
4 ,12295 ,20152.06342 ,4954 ,1186 ,2 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,0 ,1 ,21 ,1 ,21 ,3 ,0 ,3 ,0 ,0 ,0 ,1 ,76 ,-2 ,2 ,0 ,0 ,50 ,2 ,1 ,0 ,1 ,1 ,0 ,1 ,2 ,1
34 ,12376 ,20070.682178 ,5127 ,1024 ,2 ,-2 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,1 ,7 ,1 ,7 ,2 ,1 ,0 ,0 ,0 ,-2 ,1 ,70 ,-2 ,1 ,0 ,-2 ,41 ,3 ,1 ,0 ,-2 ,1 ,0 ,3 ,4 ,1
1 ,12635 ,16213.833848 ,5124 ,1026 ,3 ,10 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,2 ,1 ,1 ,1 ,0 ,0 ,1 ,72 ,-2 ,3 ,1 ,0 ,42 ,1 ,3 ,2 ,0 ,1 ,0 ,1 ,1 ,1
7 ,12749 ,34686.684425 ,5979 ,674 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,2 ,1 ,1 ,1 ,1 ,0 ,1 ,71 ,-2 ,2 ,1 ,0 ,41 ,2 ,3 ,1 ,1 ,1 ,0 ,1 ,3 ,1
7 ,13370 ,18887.04684 ,7403 ,393 ,1 ,10 ,0 ,-2 ,0 ,-2 ,5 ,2 ,1 ,0 ,1 ,4 ,1 ,4 ,3 ,0 ,1 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,1 ,0 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,1
7 ,13565 ,14404.741614 ,7536 ,358 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,2 ,1 ,0 ,1 ,3 ,1 ,3 ,1 ,1 ,1 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,2 ,0 ,0 ,50 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,1
7 ,13760 ,36029.266673 ,5131 ,1020 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,4 ,1 ,4 ,3 ,2 ,1 ,1 ,0 ,0 ,2 ,74 ,4 ,1 ,1 ,0 ,50 ,2 ,2 ,0 ,1 ,1 ,0 ,1 ,3 ,1
1 ,13979 ,21550.231928 ,7469 ,376 ,1 ,20 ,0 ,-2 ,0 ,-2 ,-2 ,0 ,1 ,0 ,1 ,2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,42 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,1 ,1
7 ,14080 ,19486.944488 ,7170 ,344 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,7 ,1 ,5 ,2 ,2 ,2 ,1 ,1 ,1 ,2 ,60 ,1 ,1 ,0 ,0 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,1
4 ,14296 ,12650.039707 ,7381 ,399 ,1 ,20 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,15 ,1 ,15 ,4 ,1 ,1 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,1 ,0 ,0 ,50 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,2 ,1
7 ,14301 ,20928.667124 ,7157 ,347 ,1 ,40 ,0 ,-2 ,0 ,-2 ,5 ,1 ,0 ,1 ,1 ,3 ,1 ,3 ,3 ,2 ,1 ,1 ,0 ,0 ,2 ,68 ,1 ,1 ,0 ,1 ,30 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,3 ,1
10 ,14510 ,6483.1450489 ,7287 ,379 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,0 ,1 ,1 ,4 ,1 ,4 ,2 ,3 ,1 ,1 ,1 ,1 ,1 ,70 ,-2 ,1 ,1 ,0 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,1
7 ,14585 ,18661.694596 ,6326 ,658 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,15 ,1 ,15 ,5 ,3 ,3 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,7 ,1 ,0 ,42 ,3 ,1 ,0 ,1 ,1 ,0 ,1 ,3 ,1
7 ,14873 ,21023.591654 ,6257 ,671 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,50 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,1
7 ,15083 ,39643.787767 ,7043 ,413 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,0 ,0 ,1 ,3 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,0 ,1 ,0 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,1
7 ,15259 ,18506.063304 ,6147 ,684 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,1 ,1 ,1 ,1 ,1 ,1 ,2 ,70 ,2 ,1 ,0 ,0 ,50 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,1
7 ,15588 ,23024.799856 ,6498 ,562 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,3 ,1 ,0 ,3 ,1 ,0 ,1 ,74 ,-2 ,4 ,1 ,0 ,30 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,1
1 ,15668 ,26519.575851 ,7325 ,413 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,68 ,-2 ,3 ,0 ,0 ,42 ,2 ,4 ,1 ,1 ,1 ,0 ,1 ,1 ,1
7 ,15678 ,12673.376022 ,7377 ,354 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,1 ,2 ,1 ,1 ,0 ,0 ,2 ,75 ,2 ,0 ,1 ,0 ,41 ,2 ,3 ,2 ,1 ,1 ,0 ,1 ,3 ,1
10 ,10052 ,22329.969804 ,6930 ,437 ,1 ,20 ,0 ,-2 ,0 ,-2 ,1 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,3 ,1 ,1 ,1 ,0 ,1 ,1 ,70 ,-2 ,6 ,0 ,1 ,50 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,1
26 ,10163 ,42906.300749 ,6057 ,694 ,1 ,-2 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,1 ,1 ,1 ,-2 ,2 ,65 ,2 ,0 ,0 ,-2 ,42 ,1 ,3 ,0 ,-2 ,1 ,0 ,3 ,1 ,2
8 ,10746 ,15631.926778 ,7783 ,326 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,6 ,1 ,6 ,4 ,2 ,2 ,1 ,1 ,0 ,2 ,68 ,3 ,2 ,1 ,0 ,41 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
11 ,10818 ,34892.258451 ,6377 ,656 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,6 ,1 ,5 ,4 ,1 ,2 ,1 ,1 ,0 ,2 ,68 ,3 ,2 ,0 ,0 ,42 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,4 ,2
2 ,10870 ,19792.076006 ,6227 ,536 ,1 ,10 ,1 ,2 ,1 ,2 ,4 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,3 ,1 ,3 ,1 ,0 ,1 ,1 ,70 ,-2 ,5 ,0 ,1 ,42 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,1 ,2
2 ,10912 ,13848.120762 ,5275 ,886 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,72 ,-2 ,4 ,1 ,0 ,20 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,1 ,2
2 ,11080 ,29530.527904 ,6316 ,663 ,1 ,10 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,3 ,1 ,1 ,2 ,0 ,1 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,2 ,0 ,1 ,41 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,1 ,2
11 ,11430 ,11158.962259 ,5316 ,893 ,1 ,10 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,1 ,1 ,14 ,1 ,0 ,4 ,2 ,0 ,1 ,0 ,1 ,1 ,70 ,-2 ,4 ,1 ,0 ,50 ,1 ,4 ,2 ,1 ,1 ,0 ,1 ,4 ,2
8 ,11450 ,16970.826993 ,7203 ,335 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,1 ,0 ,1 ,1 ,0 ,2 ,75 ,2 ,2 ,1 ,1 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,11547 ,16783.936842 ,6235 ,533 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,0 ,1 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,41 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,11560 ,19708.160046 ,6970 ,394 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,7 ,1 ,7 ,4 ,2 ,2 ,3 ,0 ,1 ,2 ,67 ,3 ,1 ,0 ,0 ,50 ,1 ,4 ,1 ,1 ,1 ,0 ,1 ,3 ,2
8 ,11792 ,12032.190033 ,6577 ,394 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,2 ,2 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,2 ,0 ,1 ,50 ,1 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,12100 ,24682.415713 ,7326 ,390 ,1 ,10 ,0 ,-2 ,0 ,-2 ,1 ,1 ,0 ,0 ,1 ,4 ,0 ,-2 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,-2 ,-2 ,3 ,1 ,0 ,30 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,12132 ,23185.473073 ,5327 ,890 ,1 ,10 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,78 ,-2 ,5 ,0 ,0 ,41 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
11 ,12280 ,21163.476118 ,7457 ,429 ,1 ,20 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,1 ,1 ,2 ,1 ,4 ,3 ,1 ,3 ,1 ,0 ,1 ,2 ,72 ,2 ,3 ,0 ,1 ,50 ,1 ,3 ,0 ,0 ,1 ,0 ,1 ,4 ,2
8 ,12716 ,30869.870355 ,7547 ,355 ,1 ,20 ,0 ,-2 ,0 ,-2 ,3 ,1 ,1 ,0 ,1 ,2 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,0 ,2 ,70 ,1 ,1 ,0 ,1 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
11 ,12930 ,12427.114438 ,7412 ,371 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,10 ,1 ,10 ,3 ,1 ,0 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,3 ,1 ,0 ,50 ,1 ,4 ,1 ,1 ,1 ,0 ,1 ,4 ,2
5 ,13559 ,16956.121093 ,7308 ,376 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,3 ,2 ,3 ,1 ,1 ,0 ,2 ,70 ,1 ,3 ,1 ,0 ,30 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,2 ,2
8 ,13725 ,22037.515756 ,6459 ,570 ,1 ,40 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,4 ,0 ,0 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,1 ,1 ,0 ,42 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
2 ,13844 ,34454.725022 ,7198 ,381 ,1 ,10 ,0 ,-2 ,0 ,-2 ,4 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,2 ,0 ,0 ,1 ,1 ,1 ,1 ,75 ,-2 ,1 ,0 ,0 ,42 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,1 ,2
2 ,14033 ,22139.210657 ,7289 ,362 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,0 ,1 ,0 ,0 ,1 ,-2 ,-2 ,-2 ,4 ,1 ,1 ,30 ,1 ,4 ,1 ,1 ,1 ,0 ,1 ,1 ,2
11 ,14526 ,14804.271557 ,7219 ,394 ,1 ,20 ,0 ,-2 ,0 ,-2 ,8 ,1 ,1 ,1 ,1 ,5 ,1 ,5 ,5 ,1 ,0 ,0 ,0 ,1 ,1 ,70 ,-2 ,5 ,1 ,0 ,41 ,1 ,3 ,2 ,1 ,1 ,0 ,1 ,4 ,2
11 ,14951 ,12303.31342 ,7183 ,341 ,1 ,20 ,0 ,-2 ,0 ,-2 ,5 ,1 ,1 ,1 ,1 ,5 ,1 ,4 ,3 ,0 ,3 ,1 ,0 ,1 ,2 ,68 ,4 ,1 ,0 ,0 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,4 ,2
8 ,15383 ,9231.2202319 ,6672 ,440 ,1 ,20 ,0 ,-2 ,0 ,-2 ,0 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,1 ,1 ,0 ,1 ,1 ,0 ,2 ,60 ,2 ,0 ,0 ,0 ,50 ,3 ,1 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,15457 ,17470.246438 ,7138 ,394 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,0 ,1 ,4 ,1 ,4 ,2 ,1 ,0 ,1 ,0 ,0 ,2 ,77 ,1 ,3 ,0 ,0 ,42 ,2 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
2 ,15513 ,45492.288893 ,6474 ,568 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,1 ,2 ,1 ,0 ,1 ,-2 ,-2 ,-2 ,3 ,1 ,0 ,41 ,2 ,3 ,0 ,1 ,1 ,0 ,1 ,1 ,2
8 ,15566 ,14804.271557 ,6978 ,444 ,1 ,20 ,0 ,-2 ,0 ,-2 ,2 ,1 ,1 ,1 ,1 ,2 ,1 ,2 ,2 ,1 ,2 ,2 ,1 ,1 ,1 ,74 ,-2 ,5 ,0 ,0 ,50 ,1 ,4 ,0 ,1 ,1 ,0 ,1 ,3 ,2
8 ,10156 ,15902.193772 ,5768 ,655 ,1 ,10 ,0 ,-2 ,0 ,-2 ,6 ,1 ,1 ,1 ,1 ,3 ,1 ,3 ,3 ,0 ,0 ,1 ,1 ,0 ,-2 ,-2 ,-2 ,3 ,1 ,0 ,41 ,2 ,3 ,2 ,0 ,1 ,0 ,1 ,3 ,2
8 ,10284 ,22386.259579 ,5793 ,726 ,1 ,20 ,0 ,-2 ,0 ,-2 ,7 ,1 ,1 ,1 ,1 ,15 ,1 ,15 ,4 ,1 ,1 ,1 ,0 ,0 ,-2 ,-2 ,-2 ,0 ,0 ,0 ,50 ,3 ,3 ,0 ,1 ,1 ,0 ,1 ,3 ,2
