"pool","doeid","nweight","hdd30yr","cdd30yr","kownrent","condcoop","naptflrs","stories","stoven","stovenfuel","stove","stovefuel","oven","ovenfuel","ovenuse","outgrill","dishwash","cwasher","washload","dryer","dryruse","tvcolor","computer","numpc","pcprint","moisture","prkgplc1","prkgplc2","cooltype","tempniteac","numberac","numcfan","notmoist","highceil","windows","adqinsul","drafty","swim"
55,10591,4199087,6575,557,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,0,-2,0,-2,2,0,0,-2,0,-2,-2,2,-2,1,0,0,0,20,2,4,0
55,10694,4310357,6080,704,2,-2,1,-2,1,5,0,-2,0,-2,1,0,1,0,-2,0,-2,1,1,3,0,0,-2,-2,-2,-2,-2,1,0,0,41,2,4,0
55,10735,4081171,6615,501,1,1,1,-2,1,5,0,-2,0,-2,6,0,1,1,2,1,1,1,1,1,0,0,-2,-2,1,-2,-2,1,0,0,20,1,4,0
55,10745,9246404,4697,1122,2,-2,1,-2,1,5,0,-2,0,-2,0,0,0,1,1,0,-2,3,1,1,0,0,-2,-2,-2,-2,-2,0,0,0,30,2,4,0
55,10836,10062810,4764,1101,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,1,1,1,1,0,-2,-2,2,-2,1,1,0,0,20,1,4,0
55,10992,7497946,4615,1229,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,0,-2,0,-2,2,1,5,0,0,-2,-2,-2,-2,-2,0,0,0,41,1,3,0
55,11025,14682208,6098,650,2,-2,1,-2,0,-2,1,1,1,1,5,0,1,0,-2,0,-2,2,0,0,-2,0,-2,-2,2,-2,2,0,0,0,30,1,4,0
55,11096,11480663,4995,956,3,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,1,0,0,-2,0,-2,-2,-2,-2,-2,0,0,0,30,2,3,0
55,11198,6766632,4674,1129,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,2,1,2,1,0,-2,-2,2,-2,1,0,0,1,30,3,3,0
55,11347,7926078,6203,622,2,-2,1,-2,1,1,0,-2,0,-2,0,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,-2,-2,-2,1,0,0,30,3,3,0
55,11360,7564845,5982,842,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,1,1,1,0,0,-2,-2,-2,-2,-2,0,0,0,20,2,4,0
55,11676,4646975,6093,705,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,1,2,0,-2,2,0,0,-2,0,-2,-2,2,-2,1,0,0,0,30,2,3,0
55,11685,6116532,6452,584,2,-2,1,-2,1,5,0,-2,0,-2,2,0,0,1,2,1,1,3,1,1,1,0,-2,-2,2,-2,2,3,0,0,41,2,2,0
55,11806,7438938,4594,1185,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,0,1,1,0,0,-2,-2,-2,-2,-2,0,0,0,20,2,4,0
55,11935,14496648,4737,1287,1,1,1,-2,1,5,0,-2,0,-2,5,0,1,1,1,1,1,1,0,0,-2,0,-2,-2,1,70,-2,0,0,0,20,1,4,0
55,12017,10062810,4835,1078,2,-2,1,-2,1,5,0,-2,0,-2,0,0,0,1,1,0,-2,2,1,1,0,0,-2,-2,-2,-2,-2,0,0,0,30,4,4,0
56,18,7553728,4764,1130,2,-2,1,-2,1,1,0,-2,0,-2,0,0,0,0,-2,0,-2,0,1,2,1,0,-2,-2,-2,-2,-2,2,0,0,41,1,4,0
56,122,9560849,6534,640,2,-2,1,-2,1,5,0,-2,0,-2,4,0,0,1,2,1,1,2,1,2,1,0,-2,-2,-2,-2,-2,0,0,0,50,2,2,0
56,164,15910289,4774,1097,2,2,1,-2,1,1,0,-2,0,-2,4,0,1,0,-2,0,-2,1,1,2,1,1,-2,-2,1,65,-2,0,0,0,30,1,4,0
56,281,8580698,4801,1166,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,2,1,2,1,1,-2,-2,2,-2,1,0,0,0,10,3,4,0
56,446,4724460,5513,704,1,-2,1,-2,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,1,0,-2,-2,2,-2,2,4,0,0,41,2,3,0
56,486,7420937,5813,811,1,1,2,-2,1,5,0,-2,0,-2,3,1,1,1,2,1,1,2,1,1,1,0,-2,-2,1,62,-2,0,1,0,30,1,4,0
56,1050,8932058,4829,1109,1,-2,2,-2,1,1,0,-2,0,-2,4,1,1,1,3,1,1,2,0,0,-2,0,-2,-2,2,-2,3,3,1,0,41,2,3,0
56,1059,4555893,6737,465,2,-2,1,-2,1,1,0,-2,0,-2,6,1,0,1,2,1,1,1,1,6,2,0,-2,-2,2,-2,2,0,0,0,41,2,3,0
56,1194,7107359,5766,714,2,-2,1,-2,1,5,0,-2,0,-2,4,0,1,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,1,0,0,0,30,2,4,0
56,1228,20126931,5349,911,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,0,-2,0,-2,1,1,2,1,0,-2,-2,2,-2,1,0,0,0,30,1,3,0
56,1299,11518536,5661,848,2,-2,1,-2,1,1,0,-2,0,-2,4,0,1,1,3,1,1,2,1,3,1,0,-2,-2,1,65,-2,0,0,0,30,2,3,0
56,1352,6882442,6124,668,2,-2,1,-2,1,1,0,-2,0,-2,4,0,1,0,-2,0,-2,1,1,4,1,1,-2,-2,2,-2,2,0,0,0,30,2,3,0
56,1411,10128103,4826,979,1,2,1,-2,1,5,0,-2,0,-2,1,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,2,1,0,0,30,1,4,0
56,1491,4065828,6207,685,2,-2,1,-2,1,5,0,-2,0,-2,4,0,0,0,-2,0,-2,2,1,1,1,0,-2,-2,1,78,-2,0,0,1,30,2,3,0
56,1554,8274019,4907,1135,1,2,1,-2,1,1,0,-2,0,-2,4,0,1,1,2,1,1,3,1,2,0,0,-2,-2,2,-2,1,3,0,0,30,1,3,0
56,1684,9909892,4861,1070,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,2,0,0,0,20,4,4,0
56,1729,10062810,4771,1098,2,-2,2,-2,1,5,0,-2,0,-2,0,0,0,0,-2,0,-2,1,1,2,1,0,-2,-2,2,-2,1,4,0,0,20,2,4,0
56,1791,6622687,5881,793,2,-2,2,-2,1,5,0,-2,0,-2,4,1,1,1,3,1,1,2,1,1,1,0,-2,-2,1,-2,-2,0,0,0,30,3,2,0
56,1851,4147113,6914,491,2,-2,1,-2,1,1,0,-2,0,-2,0,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,1,1,0,0,20,3,3,0
56,2045,6332585,6014,641,2,-2,1,-2,1,5,0,-2,0,-2,2,1,0,0,-2,0,-2,3,1,2,0,0,-2,-2,2,-2,2,5,0,0,41,1,3,0
56,2329,9015279,5381,740,1,-2,1,-2,1,1,0,-2,0,-2,6,0,1,1,3,1,1,2,0,0,-2,0,-2,-2,1,72,-2,3,0,1,41,1,4,0
56,2433,7553728,4789,1173,1,-2,1,-2,0,-2,1,1,1,1,6,0,0,1,2,0,-2,4,1,1,0,0,-2,-2,-2,-2,-2,0,0,0,30,2,4,0
56,2566,4724460,5584,684,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,1,3,1,1,3,1,3,1,0,-2,-2,2,-2,2,2,0,0,30,1,4,0
56,2638,4739702,5782,720,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,1,2,1,1,1,1,2,1,0,-2,-2,-2,-2,-2,0,0,1,41,3,2,0
56,2992,6991242,5586,721,2,-2,2,-2,1,5,0,-2,0,-2,4,1,0,1,2,1,1,3,1,1,1,0,-2,-2,2,-2,2,0,0,0,41,2,4,0
56,3137,9121977,6688,598,2,-2,2,-2,1,5,0,-2,0,-2,4,0,0,1,2,1,1,3,1,1,1,0,-2,-2,2,-2,3,0,0,0,41,2,3,0
56,3214,6262758,5681,753,2,-2,1,-2,1,5,0,-2,0,-2,4,1,1,0,-2,0,-2,2,1,1,0,1,-2,-2,2,-2,2,0,0,1,20,2,3,0
56,3221,6454553,7183,344,2,-2,1,-2,1,5,0,-2,0,-2,4,1,0,1,2,1,1,2,1,1,0,0,-2,-2,2,-2,2,0,0,0,42,2,3,0
56,3342,14390540,4667,1131,2,-2,1,-2,1,1,0,-2,0,-2,2,0,1,0,-2,0,-2,2,1,1,0,0,-2,-2,1,70,-2,0,0,0,41,1,4,0
56,3486,6766633,4612,1179,3,-2,1,-2,1,1,0,-2,0,-2,1,0,0,0,-2,0,-2,3,1,1,1,0,-2,-2,2,-2,2,0,0,0,30,1,4,0
56,3498,5830557,5939,589,1,1,2,-2,1,5,0,-2,0,-2,4,0,1,1,2,1,1,3,1,2,1,0,-2,-2,-2,-2,-2,2,0,1,41,2,3,0
56,3513,4738616,5940,739,2,-2,1,-2,1,1,0,-2,0,-2,4,1,1,1,1,1,2,1,1,2,1,0,-2,-2,2,-2,1,3,0,0,30,1,4,0
56,3583,7715603,4617,1224,2,2,1,-2,2,1,0,-2,0,-2,2,1,0,0,-2,0,-2,1,0,0,-2,0,-2,-2,-2,-2,-2,0,0,0,30,3,3,0
56,3744,12275492,6401,524,1,-2,1,-2,1,1,0,-2,0,-2,3,1,0,1,4,1,1,2,1,1,0,0,-2,-2,2,-2,2,3,0,0,30,2,2,0
56,3819,11233315,4734,1110,2,-2,1,-2,1,1,0,-2,0,-2,4,0,1,0,-2,0,-2,0,1,3,0,0,-2,-2,2,-2,3,0,0,0,20,2,4,0
56,3946,9121977,6739,587,2,-2,2,-2,1,5,0,-2,0,-2,3,1,0,1,2,1,1,4,1,1,0,0,-2,-2,2,-2,2,0,0,0,42,3,1,0
56,4617,6766633,4745,1136,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,0,-2,0,-2,1,0,0,-2,0,-2,-2,2,-2,2,0,0,0,20,1,4,0
56,5014,11475232,5274,951,2,-2,1,-2,1,5,0,-2,0,-2,5,0,1,0,-2,0,-2,0,1,2,0,0,-2,-2,2,-2,2,1,0,0,20,1,4,0
56,5173,16752795,4459,1437,1,1,1,-2,1,1,0,-2,0,-2,4,0,1,1,3,1,1,2,1,2,1,0,-2,-2,1,-2,-2,2,0,0,30,1,4,0
56,5214,6854994,5833,766,1,1,1,-2,1,5,0,-2,0,-2,0,1,1,1,2,1,1,1,1,1,1,0,-2,-2,2,-2,1,1,0,0,41,1,4,0
56,5219,8983357,7755,292,1,-2,1,-2,1,5,0,-2,0,-2,3,1,1,1,3,1,1,4,1,2,0,0,-2,-2,2,-2,3,4,1,0,41,2,3,0
56,5529,7411869,4589,1237,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,2,1,3,1,0,-2,-2,1,65,-2,0,0,0,30,1,4,0
56,5534,4812840,5695,743,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,1,2,1,1,1,0,0,-2,0,-2,-2,2,-2,1,3,0,1,30,2,3,0
56,5542,14390543,4688,1125,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,0,-2,0,-2,3,1,2,0,0,-2,-2,2,-2,2,1,0,0,30,2,3,0
56,5847,11932559,7063,369,2,-2,1,-2,1,5,0,-2,0,-2,3,1,0,0,-2,0,-2,2,1,1,2,0,-2,-2,-2,-2,-2,0,1,0,30,4,3,0
56,6187,4294152,5488,798,2,-2,1,-2,1,5,0,-2,0,-2,4,0,1,0,-2,0,-2,1,1,2,1,0,-2,-2,1,70,-2,0,0,0,20,3,4,0
56,6386,16752795,4499,1423,2,-2,1,-2,1,1,0,-2,0,-2,5,0,1,0,-2,0,-2,2,1,1,1,0,-2,-2,2,-2,2,1,0,1,30,1,4,0
56,6536,7926079,6605,547,2,-2,1,-2,1,5,0,-2,0,-2,4,0,0,0,-2,0,-2,2,1,1,1,0,-2,-2,-2,-2,-2,0,0,0,30,2,4,0
56,6571,7553728,4672,1160,1,-2,1,-2,1,1,0,-2,0,-2,4,0,0,1,3,1,1,1,0,0,-2,0,-2,-2,2,-2,2,0,0,0,30,1,4,0
56,6644,4646976,6505,583,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,3,0,0,0,30,1,4,0
56,6663,6663805,4645,1168,2,-2,1,-2,1,1,0,-2,0,-2,4,0,1,0,-2,0,-2,2,1,2,0,0,-2,-2,2,-2,2,0,0,0,41,1,4,0
56,6672,6546659,5714,836,2,-2,1,-2,1,5,0,-2,0,-2,5,0,0,0,-2,0,-2,1,1,3,2,1,-2,-2,2,-2,4,0,0,0,41,2,4,0
56,6780,4914847,6365,605,1,-2,2,-2,1,5,0,-2,0,-2,4,1,1,1,2,1,1,2,0,0,-2,0,-2,-2,1,-2,-2,3,0,0,50,2,3,0
56,6836,11539553,5888,778,2,-2,1,-2,1,1,1,1,0,-2,0,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,-2,-2,-2,0,0,0,30,2,3,0
56,7152,10062810,4896,1059,2,-2,1,-2,1,1,0,-2,0,-2,4,0,1,0,-2,0,-2,1,1,2,1,0,-2,-2,2,-2,2,0,1,0,20,1,4,0
56,7181,8401694,4588,1238,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,2,1,1,1,0,-2,-2,2,-2,1,1,0,0,10,2,3,0
56,7251,7683006,6399,551,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,1,1,1,1,2,0,0,-2,0,-2,-2,-2,-2,-2,1,0,0,41,1,4,0
56,7265,4724461,5464,717,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,1,1,1,1,3,1,3,1,0,-2,-2,2,-2,3,1,0,1,41,2,2,0
56,7360,6208530,9610,139,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,0,-2,0,-2,1,1,1,1,0,-2,-2,2,-2,1,0,0,0,20,3,3,0
56,7387,4311345,6439,652,2,-2,1,-2,1,5,0,-2,0,-2,3,0,1,0,-2,0,-2,1,1,1,0,1,-2,-2,2,-2,2,0,0,0,10,1,4,0
56,7481,4724461,5494,701,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,1,2,1,1,2,1,1,0,0,-2,-2,2,-2,2,1,0,0,41,1,4,0
56,7482,11475232,5673,844,2,-2,1,-2,1,5,0,-2,0,-2,5,1,1,0,-2,0,-2,2,0,0,-2,0,-2,-2,2,-2,2,1,0,0,20,1,4,0
56,7498,6190862,5707,746,2,1,1,-2,1,5,0,-2,0,-2,3,0,1,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,2,0,0,1,20,2,3,0
56,7668,17411453,5611,731,2,-2,1,-2,1,5,0,-2,0,-2,3,1,1,0,-2,0,-2,2,1,2,1,0,-2,-2,1,-2,-2,1,0,0,10,2,4,0
56,8021,4311345,6481,642,2,-2,1,-2,1,5,0,-2,0,-2,2,0,1,0,-2,0,-2,2,0,0,-2,0,-2,-2,2,-2,2,0,0,0,20,3,2,0
56,8108,17411453,5575,741,2,-2,1,-2,1,5,0,-2,0,-2,1,1,1,0,-2,0,-2,3,1,2,1,1,-2,-2,1,-2,-2,0,0,0,20,2,3,0
56,8609,7017625,5491,747,2,-2,2,-2,1,1,0,-2,0,-2,3,1,0,0,-2,0,-2,3,1,2,0,0,-2,-2,-2,-2,-2,0,0,0,41,1,3,0
56,8653,14682208,5000,1066,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,2,1,2,1,0,-2,-2,2,-2,2,0,0,0,30,3,3,0
56,8677,4811737,5805,773,2,-2,1,-2,1,1,0,-2,0,-2,3,1,0,1,4,1,1,5,0,0,-2,1,-2,-2,2,-2,3,3,0,0,42,3,1,0
56,8945,8413040,6292,651,1,1,1,-2,1,5,0,-2,0,-2,6,0,1,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,2,2,0,0,20,1,4,0
56,9248,6777854,6174,681,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,0,1,1,1,1,-2,-2,-2,-2,-2,1,0,1,30,4,3,0
56,9279,6663805,4902,1057,1,2,1,-2,0,-2,1,1,2,5,6,0,1,1,2,1,1,6,1,1,1,0,-2,-2,2,-2,9,0,0,0,60,2,3,0
56,9437,7420936,5731,832,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,1,1,1,1,0,-2,-2,-2,-2,-2,1,0,0,41,2,1,0
56,9455,14171856,4737,1109,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,2,1,2,1,0,-2,-2,-2,-2,-2,0,0,0,30,1,2,0
56,9559,6508766,6868,380,2,-2,1,-2,1,2,0,-2,0,-2,4,0,0,0,-2,0,-2,1,1,2,1,0,-2,-2,2,-2,1,1,0,0,41,2,3,0
56,9569,6766634,4835,1107,2,-2,1,-2,1,1,0,-2,0,-2,2,0,0,0,-2,0,-2,0,1,2,1,0,-2,-2,-2,-2,-2,0,0,0,30,1,4,0
56,9578,14435212,5739,732,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,2,0,0,-2,0,-2,-2,2,-2,1,0,0,1,30,3,1,0
56,9765,8316459,6206,672,1,1,1,-2,1,5,0,-2,0,-2,2,0,1,0,-2,0,-2,2,1,1,1,0,-2,-2,1,70,-2,1,0,0,20,1,4,0
56,10021,8045531,7989,194,2,-2,1,-2,1,5,0,-2,0,-2,5,0,1,0,-2,0,-2,2,1,1,1,0,-2,-2,2,-2,2,0,0,0,20,1,3,0
56,10084,7683006,6504,527,2,-2,1,-2,1,1,0,-2,0,-2,0,0,0,0,-2,0,-2,3,0,0,-2,0,-2,-2,-2,-2,-2,3,0,0,30,3,2,0
56,10192,6286393,6991,401,2,-2,1,-2,1,1,0,-2,0,-2,2,0,0,0,-2,0,-2,2,1,2,1,0,-2,-2,-2,-2,-2,0,0,0,30,2,3,0
56,10238,7553726,4664,1132,1,-2,1,-2,1,1,0,-2,0,-2,4,1,0,1,2,1,1,1,1,3,1,0,-2,-2,2,-2,1,1,0,0,30,2,3,0
56,10425,7715603,4726,1190,2,2,1,-2,1,1,0,-2,0,-2,3,1,0,1,2,0,-2,2,1,2,0,0,-2,-2,2,-2,2,0,0,0,30,1,4,0
56,10571,7526242,4574,1242,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,1,0,0,0,30,1,3,0
56,10654,10321414,4828,1080,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,1,1,1,0,0,-2,-2,2,-2,2,0,0,0,20,1,4,0
56,11163,4990687,6380,524,1,-2,1,-2,1,1,0,-2,0,-2,2,1,1,1,3,1,1,4,1,2,1,0,-2,-2,1,65,-2,1,0,0,41,2,3,0
56,11404,4081171,6827,444,2,-2,2,-2,1,5,0,-2,0,-2,4,0,1,0,-2,0,-2,2,1,1,1,0,-2,-2,2,-2,1,0,0,1,20,2,3,0
56,11406,5871213,7014,379,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,0,-2,0,-2,2,1,1,2,1,-2,-2,-2,-2,-2,0,0,0,20,2,2,0
56,11534,5303465,6002,573,2,-2,1,-2,1,1,0,-2,0,-2,4,1,0,1,3,1,2,3,1,1,0,0,-2,-2,2,-2,2,4,0,0,30,2,3,0
56,11673,9909892,4783,1095,1,2,1,-2,1,1,0,-2,0,-2,4,0,1,0,-2,0,-2,1,1,1,1,0,-2,-2,2,-2,2,1,0,0,60,2,4,0
56,11700,12891051,4886,1141,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,2,1,1,1,0,-2,-2,2,-2,2,3,0,0,30,2,4,0
56,11758,4199087,6917,481,2,-2,1,-2,1,2,0,-2,0,-2,6,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,1,0,0,0,20,2,4,0
56,11986,10062810,4799,1090,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,0,-2,0,-2,1,1,2,0,0,-2,-2,-2,-2,-2,0,0,0,30,2,3,0
56,12069,7598354,4681,1204,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,2,1,1,1,0,-2,-2,2,-2,1,0,0,0,30,2,3,0
57,82,4739703,5646,756,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,0,1,3,1,0,-2,-2,-2,-2,-2,0,0,1,41,3,3,0
57,123,4311346,5758,727,2,-2,1,-2,1,1,0,-2,0,-2,3,0,1,0,-2,0,-2,2,1,5,1,0,-2,-2,-2,-2,-2,0,0,1,42,3,2,0
57,444,7553728,4660,1164,1,-2,1,-2,1,1,0,-2,0,-2,6,1,1,1,3,1,1,2,1,1,1,0,-2,-2,-2,-2,-2,2,0,0,41,1,4,0
57,663,10321414,4699,1121,2,-2,1,-2,1,1,0,-2,0,-2,3,0,0,0,-2,0,-2,1,1,1,0,0,-2,-2,2,-2,3,0,0,0,20,1,4,0
57,824,4311346,5587,772,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,1,1,2,1,0,-2,-2,2,-2,1,0,0,0,30,2,3,0
57,1353,4971924,5959,734,2,-2,1,-2,1,5,0,-2,0,-2,5,1,1,0,-2,0,-2,2,1,2,1,0,-2,-2,2,-2,1,0,0,0,41,2,3,0
57,1908,20126931,5289,928,2,-2,1,-2,1,5,0,-2,0,-2,4,0,1,1,2,1,1,3,1,3,2,0,-2,-2,2,-2,2,0,0,0,42,2,4,0
57,2519,10062810,4760,1102,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,1,1,1,1,0,-2,-2,2,-2,2,0,0,0,20,1,4,0
57,2631,5849140,6932,396,1,1,2,-2,1,5,0,-2,0,-2,3,1,1,1,2,1,2,4,1,1,1,0,-2,-2,2,-2,2,1,0,1,42,1,3,1
57,2706,9909892,4844,1075,2,-2,1,-2,1,1,0,-2,0,-2,5,0,1,1,3,1,1,2,1,1,1,0,-2,-2,2,-2,4,0,0,0,41,1,4,0
57,3004,4812840,5654,754,2,-2,1,-2,1,1,0,-2,0,-2,4,1,1,1,3,1,2,2,1,1,0,0,-2,-2,-2,-2,-2,1,0,0,30,2,3,0
57,4060,10062810,4821,1082,2,1,1,-2,1,1,0,-2,0,-2,6,0,1,0,-2,0,-2,2,1,3,0,0,-2,-2,2,-2,4,0,0,1,20,1,4,0
57,4230,4081171,6542,508,1,1,1,-2,1,5,0,-2,0,-2,2,0,1,1,4,1,1,2,0,0,-2,0,-2,-2,1,-2,-2,2,0,0,42,2,4,0
57,4248,6259886,5908,666,1,-2,2,-2,1,1,0,-2,0,-2,3,1,0,1,2,1,1,1,1,1,1,0,-2,-2,-2,-2,-2,0,0,0,41,3,3,0
57,4329,10062810,4500,1184,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,1,3,0,-2,3,1,1,0,0,-2,-2,2,-2,3,1,0,0,30,2,4,0
57,4395,7411871,4821,1082,2,-2,1,-2,1,1,1,1,1,1,4,0,0,0,-2,0,-2,1,1,2,2,0,-2,-2,2,-2,2,0,0,0,30,1,3,0
57,4597,16390043,5402,916,2,-2,1,-2,1,1,0,-2,0,-2,3,0,1,1,1,1,1,3,1,3,1,1,-2,-2,1,-2,-2,0,1,0,20,1,4,0
57,4842,4750847,6152,572,1,1,3,-2,1,5,0,-2,0,-2,4,1,1,1,3,1,1,2,1,3,2,1,-2,-2,1,72,-2,1,0,1,41,1,4,0
57,4853,9909892,4790,1092,2,-2,1,-2,1,1,0,-2,0,-2,2,0,0,0,-2,0,-2,1,1,2,1,0,-2,-2,2,-2,3,0,0,0,20,2,3,0
57,5090,4811737,5963,734,1,-2,2,-2,2,5,0,-2,0,-2,4,0,1,1,2,1,1,5,1,3,3,0,-2,-2,2,-2,2,2,1,0,41,1,3,0
57,5129,7420936,5840,804,1,-2,1,-2,1,1,0,-2,0,-2,3,1,1,1,2,1,2,2,1,1,1,0,-2,-2,2,-2,2,2,0,0,41,3,4,0
57,5133,10062810,4793,1091,2,-2,1,-2,1,5,0,-2,0,-2,3,0,0,1,3,0,-2,2,1,2,1,0,-2,-2,2,-2,2,1,0,0,30,1,4,0
57,5273,7553726,4615,1148,2,-2,1,-2,1,1,0,-2,0,-2,0,0,0,0,-2,0,-2,1,1,1,1,0,-2,-2,-2,-2,-2,0,0,0,20,1,4,0
57,5417,17411453,5534,752,2,-2,1,-2,1,5,0,-2,0,-2,3,0,1,0,-2,0,-2,3,1,1,1,0,-2,-2,1,68,-2,0,0,0,10,2,4,0
57,5572,8635603,6493,573,2,-2,1,-2,1,5,0,-2,0,-2,2,1,1,1,2,1,1,3,1,3,1,0,-2,-2,2,-2,2,1,1,1,41,2,3,0
57,5724,4794746,5758,727,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,3,1,2,0,0,-2,-2,2,-2,2,0,0,0,41,1,3,0
57,5846,4812841,5800,716,2,-2,2,-2,1,1,0,-2,0,-2,0,0,1,0,-2,0,-2,3,1,2,0,0,-2,-2,2,-2,3,6,0,1,41,3,2,0
57,5893,6663805,4768,1099,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,0,-2,0,-2,2,1,1,0,0,-2,-2,2,-2,1,1,0,0,20,2,4,0
57,6177,7598354,4606,1228,2,-2,1,-2,1,1,0,-2,0,-2,5,0,0,1,1,0,-2,3,1,1,1,0,-2,-2,2,-2,2,2,0,0,41,1,4,0
57,6431,9909892,4686,1125,1,1,1,-2,1,5,0,-2,0,-2,3,0,0,0,-2,0,-2,2,1,2,1,0,-2,-2,2,-2,2,0,0,0,30,1,4,0
57,6575,6356482,5508,774,1,-2,1,-2,1,1,0,-2,0,-2,3,1,1,1,2,1,2,1,1,3,1,0,-2,-2,-2,-2,-2,1,0,1,50,2,4,0
57,6604,7598354,4846,1152,2,-2,1,-2,1,5,0,-2,0,-2,5,0,0,0,-2,0,-2,3,1,2,0,0,-2,-2,2,-2,3,0,0,0,30,1,4,0
57,6659,10062810,4847,1074,1,1,1,-2,1,1,0,-2,0,-2,3,0,1,0,-2,0,-2,2,1,3,0,0,-2,-2,2,-2,3,0,0,0,30,1,3,1
57,6660,7438939,4783,1124,1,-2,2,-2,1,1,0,-2,0,-2,3,1,1,1,2,1,1,1,1,2,1,0,-2,-2,2,-2,3,2,1,1,41,3,3,0
57,6678,15910288,4844,1027,1,1,2,-2,1,1,0,-2,0,-2,5,0,1,1,2,1,1,2,1,2,0,1,-2,-2,1,75,-2,1,0,0,30,2,4,0
57,6785,7553726,4873,1066,2,-2,1,-2,1,5,0,-2,0,-2,3,1,1,0,-2,0,-2,1,1,1,1,0,-2,-2,2,-2,2,0,0,1,30,2,2,0
57,6814,7497947,4710,1198,2,-2,1,-2,1,1,0,-2,0,-2,6,0,1,0,-2,0,-2,2,0,0,-2,0,-2,-2,2,-2,2,0,0,0,41,1,3,0
57,6976,7497947,4690,1124,2,-2,1,-2,1,1,0,-2,0,-2,6,0,0,0,-2,0,-2,3,1,3,1,0,-2,-2,2,-2,2,0,0,0,30,1,4,0
57,7229,10321414,4879,1064,1,2,1,-2,1,1,0,-2,0,-2,4,0,1,1,2,1,2,1,1,1,1,0,-2,-2,2,-2,3,1,0,0,20,1,4,0
57,7748,4470660,6062,709,1,1,1,-2,1,1,0,-2,0,-2,4,0,1,1,3,1,1,1,1,2,1,1,-2,-2,1,71,-2,3,0,1,30,1,4,0
57,8016,7526242,4691,1205,2,-2,1,-2,1,1,0,-2,0,-2,4,0,0,0,-2,0,-2,1,1,2,1,1,-2,-2,2,-2,1,0,0,0,30,2,4,0
