"pool","doeid","nweight","hdd30yr","cdd30yr","kownrent","condcoop","naptflrs","stories","stoven","stovenfuel","stove","stovefuel","oven","ovenfuel","ovenuse","outgrill","dishwash","cwasher","washload","dryer","dryruse","tvcolor","computer","numpc","pcprint","moisture","prkgplc1","prkgplc2","cooltype","tempniteac","numberac","numcfan","notmoist","highceil","windows","adqinsul","drafty","swim"
155,7279,14025736,3220,1676,2,-2,-2,10,1,5,0,-2,0,-2,4,0,1,0,-2,0,-2,4,1,1,0,0,0,0,1,65,-2,1,0,0,30,1,4,0
155,7397,24768432,2945,1884,1,-2,-2,10,1,5,0,-2,0,-2,1,1,1,1,4,1,1,4,0,0,-2,0,0,0,2,-2,3,4,0,0,42,2,3,0
155,7436,9242950,1326,2669,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,1,1,0,0,1,78,-2,5,1,0,41,1,4,3
155,7501,11079644,4072,1484,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,2,1,1,2,1,1,1,0,1,-2,1,-2,-2,2,0,1,41,1,4,0
155,7601,15966070,3397,1693,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,4,1,1,5,1,4,2,0,1,-2,1,75,-2,4,0,1,50,2,4,0
155,7669,6905036,2175,2653,1,-2,-2,10,1,5,0,-2,0,-2,0,0,1,1,2,1,2,2,0,0,-2,0,0,0,1,-2,-2,1,0,0,41,2,4,0
155,7695,7033044,2577,2392,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,3,1,1,0,0,1,-2,1,-2,-2,6,0,1,30,2,4,0
155,7710,15966070,3451,1666,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,4,1,2,6,1,1,0,0,1,-2,1,73,-2,4,0,1,50,1,3,1
155,7851,6054971,2995,1645,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,2,1,1,2,1,1,1,1,1,-2,1,76,-2,3,0,1,30,2,3,0
155,7907,8634544,2030,2610,1,-2,-2,10,1,5,0,-2,0,-2,0,0,0,1,3,0,-2,2,0,0,-2,0,0,0,-2,-2,-2,0,0,0,41,2,3,0
155,8032,9242950,1303,2590,1,-2,-2,10,1,2,0,-2,0,-2,6,1,0,1,3,1,1,3,1,2,2,0,0,1,1,70,-2,8,0,0,42,1,4,0
155,8071,12991591,1589,2740,1,-2,-2,10,1,1,0,-2,0,-2,6,1,1,1,2,1,1,1,1,1,1,0,0,1,1,74,-2,4,0,0,41,2,4,0
155,8095,7549589,4093,1213,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,2,1,4,1,1,0,1,1,75,-2,2,0,1,30,3,3,0
155,8201,14025735,3244,1718,1,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,3,1,1,2,1,1,1,0,1,-2,1,70,-2,4,1,0,41,1,4,2
155,8323,6506705,3031,1760,1,-2,-2,20,1,1,0,-2,0,-2,2,1,0,1,5,1,1,3,1,1,1,0,1,-2,1,62,-2,4,0,1,42,1,4,0
155,8473,15966070,3300,1742,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,1,1,2,1,0,1,-2,1,71,-2,3,0,1,42,2,4,0
155,8858,7489172,1367,2747,1,-2,-2,10,1,1,0,-2,0,-2,6,1,0,1,3,1,1,5,1,1,0,0,0,0,2,-2,4,2,0,0,42,3,1,0
155,8874,15966070,3347,1718,1,-2,-2,20,1,5,0,-2,0,-2,2,1,1,1,4,1,1,4,1,2,0,0,1,-2,1,64,-2,2,0,1,42,2,4,0
155,9349,17923338,2869,1679,1,-2,-2,20,1,5,0,-2,0,-2,2,1,1,1,3,1,1,4,1,1,1,0,1,-2,1,72,-2,3,0,1,30,2,3,0
155,9435,7707692,3158,1560,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,2,4,1,1,1,0,1,-2,-2,-2,-2,3,0,0,42,2,3,0
155,9640,9229281,4987,752,2,-2,-2,20,1,5,0,-2,0,-2,2,1,0,1,3,1,1,1,1,1,0,0,0,0,-2,-2,-2,0,0,0,41,4,1,0
155,9760,13737506,2751,2133,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,2,1,1,4,1,1,1,0,0,0,1,60,-2,2,0,0,30,1,4,0
155,10055,5890065,1489,2904,1,-2,-2,10,1,1,0,-2,0,-2,5,1,1,1,2,1,1,2,1,2,0,0,1,-2,1,74,-2,2,0,0,42,1,4,0
155,10143,6576849,1635,2802,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,5,1,1,1,0,0,1,1,70,-2,2,0,0,30,2,3,0
155,10424,9713219,1806,2429,1,-2,-2,10,1,5,0,-2,1,5,3,1,0,1,3,1,1,3,1,2,1,0,1,-2,1,78,-2,7,0,1,41,1,4,0
155,10447,10310213,4388,1284,1,-2,-2,10,1,5,0,-2,0,-2,2,0,0,1,3,1,1,4,1,1,1,0,0,0,1,74,-2,5,0,0,41,3,3,0
155,10481,11362762,3408,1392,1,-2,-2,10,0,-2,1,5,1,5,3,1,1,1,3,1,1,4,1,2,1,0,1,-2,1,72,-2,3,0,0,50,2,3,2
155,10564,34738573,3433,1978,1,-2,-2,10,1,2,0,-2,0,-2,3,1,1,1,4,1,1,3,0,0,-2,1,0,1,2,-2,2,0,0,1,41,1,4,0
155,10676,6861288,3327,1396,1,-2,-2,10,1,5,0,-2,0,-2,5,1,1,1,3,1,1,1,1,2,1,0,1,-2,1,74,-2,5,0,1,42,1,4,2
155,10758,8101627,2352,2425,2,-2,-2,10,0,-2,1,5,1,5,2,1,1,1,3,1,1,4,1,2,1,0,0,1,1,70,-2,4,0,0,30,3,3,0
155,10774,8885092,3693,1632,1,-2,-2,10,1,5,0,-2,0,-2,6,1,1,1,3,1,1,1,1,1,1,0,1,-2,1,68,-2,4,0,1,41,2,3,0
155,10929,34738573,3364,2017,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,3,1,7,1,1,0,0,1,72,-2,2,0,1,0,1,4,0
155,10932,10959301,4476,1283,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,4,1,2,3,1,2,2,0,0,0,1,67,-2,5,0,0,60,2,4,0
155,11011,4157194,683,3252,2,-2,-2,10,1,5,0,-2,0,-2,6,0,0,1,2,1,1,2,1,1,1,0,1,-2,1,70,-2,0,0,0,60,1,4,0
155,11120,14025736,2987,1810,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,0,1,1,-2,1,74,-2,0,1,0,41,1,4,0
155,11160,14025735,3153,1770,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,5,1,1,3,1,1,0,1,0,0,1,72,-2,4,0,0,30,1,4,0
155,11259,15966070,3385,1699,1,-2,-2,10,1,1,0,-2,0,-2,3,1,1,1,2,1,1,4,1,2,1,0,1,-2,1,70,-2,3,0,0,30,2,4,0
155,11265,15966070,3343,1720,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,2,1,1,2,1,2,1,0,1,-2,1,72,-2,3,0,0,42,2,3,0
155,11281,14025737,3110,1790,1,-2,-2,20,1,5,1,1,1,5,4,1,1,1,3,1,1,2,1,2,1,0,0,1,1,-2,-2,4,0,0,60,1,4,0
155,11515,14918454,2959,1685,1,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,3,1,1,2,1,1,1,0,0,0,1,70,-2,2,0,0,42,2,4,0
155,11619,12110191,3253,1462,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,4,1,1,1,1,0,1,1,-2,-2,5,1,0,41,2,2,0
155,11622,5367506,454,3654,1,-2,-2,10,1,5,0,-2,0,-2,4,1,0,1,3,1,1,5,1,2,1,0,0,0,1,-2,-2,5,1,0,41,2,3,0
155,11683,32594525,3992,1683,1,-2,-2,10,1,5,0,-2,0,-2,3,1,0,1,3,1,1,2,1,1,1,0,0,0,1,72,-2,2,0,1,41,2,3,2
155,11997,7549590,3992,1347,2,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,4,1,2,4,0,0,-2,0,0,0,1,70,-2,2,0,1,41,1,4,0
156,153,15966070,3419,1682,1,-2,-2,20,1,5,0,-2,0,-2,6,1,1,1,2,1,1,6,1,5,1,0,1,-2,1,70,-2,4,0,1,41,2,4,0
156,194,14918454,2942,1694,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,2,1,1,5,1,2,1,0,0,1,1,72,-2,3,0,0,41,1,4,0
156,324,11465620,3336,1673,1,-2,-2,10,1,2,0,-2,0,-2,5,1,1,1,3,1,3,5,1,3,3,0,0,1,1,70,-2,3,0,0,41,3,3,2
156,338,8885092,3872,1557,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,4,1,1,3,1,3,2,0,1,-2,1,73,-2,6,1,0,42,1,4,2
156,645,6905037,2405,2562,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,1,1,2,1,0,1,-2,1,78,-2,5,0,0,50,2,4,0
156,860,13331545,1505,2783,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,4,1,1,1,0,0,1,1,70,-2,4,0,0,42,1,4,0
156,876,6861288,3310,1404,1,-2,-2,40,1,1,0,-2,0,-2,4,1,1,1,2,1,1,4,1,5,2,0,1,-2,1,72,-2,2,0,0,30,2,3,0
156,891,6861287,2968,1646,1,-2,-2,20,1,1,0,-2,0,-2,2,1,1,1,3,1,2,4,1,2,1,0,1,-2,1,72,-2,6,0,1,42,3,1,0
156,914,11362763,1808,2399,1,-2,-2,20,0,-2,1,5,1,5,4,1,1,1,4,1,1,3,1,2,1,0,0,0,1,74,-2,6,0,1,60,2,3,0
156,982,30067830,2789,2059,1,-2,-2,10,1,1,0,-2,0,-2,3,1,0,1,4,1,1,3,1,1,1,0,0,1,1,74,-2,4,0,0,41,3,3,2
156,1032,9713219,2940,1887,1,-2,-2,10,1,5,0,-2,0,-2,2,1,0,1,3,1,1,4,1,1,1,0,0,0,1,68,-2,5,0,0,41,2,4,3
156,1108,11465619,3205,1739,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,4,1,1,0,0,0,0,1,75,-2,1,0,0,41,2,3,2
156,1136,6800584,212,3927,1,-2,-2,20,0,-2,1,5,2,5,4,1,1,1,3,1,1,2,1,2,1,0,1,-2,1,76,-2,0,0,1,42,2,3,0
156,1302,13109088,5137,921,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,4,1,2,4,1,2,1,1,1,-2,2,-2,4,2,0,0,42,1,4,0
156,1447,14549082,3505,1639,1,-2,-2,20,1,5,1,5,0,-2,2,1,1,1,3,1,1,5,1,3,1,1,1,-2,1,71,-2,2,1,1,50,2,3,0
156,1544,11362762,1601,2505,1,-2,-2,31,0,-2,1,2,2,5,3,1,1,1,3,1,1,5,1,3,4,0,1,-2,1,76,-2,8,0,0,50,1,4,2
156,1756,11362764,3476,1733,1,-2,-2,20,1,5,0,-2,0,-2,5,1,1,1,3,1,1,4,1,2,1,0,1,-2,1,70,-2,4,0,1,50,1,4,0
156,1768,12755824,4793,1225,1,-2,-2,20,0,-2,1,2,1,5,3,1,1,1,2,1,1,3,1,1,1,0,1,-2,1,76,-2,0,1,1,50,1,4,0
156,1824,8284871,4062,1225,1,-2,-2,20,1,5,0,-2,0,-2,6,1,1,1,4,1,1,5,1,4,1,0,1,-2,1,72,-2,5,0,1,50,1,4,1
156,1834,7204592,2807,1855,1,-2,-2,20,1,1,0,-2,0,-2,2,1,1,1,2,1,1,3,1,2,1,1,1,-2,1,78,-2,5,1,1,41,2,3,0
156,2001,10277101,3862,1642,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,4,1,1,2,1,1,1,0,1,-2,1,65,-2,2,0,0,41,2,4,2
156,2085,8284869,3949,1048,1,-2,-2,10,0,-2,1,5,1,5,2,1,1,1,3,1,1,2,1,3,1,0,1,-2,1,-2,-2,3,1,0,41,2,4,0
156,2178,7604880,1623,2670,1,-2,-2,20,0,-2,1,5,1,5,2,1,1,1,2,1,1,4,1,2,1,0,1,-2,1,75,-2,6,0,1,42,1,4,0
156,2203,18449005,1434,2913,1,-2,-2,20,0,-2,1,1,0,-2,-2,1,1,1,3,1,1,2,1,1,1,0,1,-2,1,75,-2,8,0,1,60,1,4,0
156,2224,7068448,2593,2458,1,-2,-2,20,0,-2,1,5,2,5,4,0,1,1,2,1,1,5,1,2,2,0,1,-2,1,74,-2,1,0,1,42,1,4,0
156,2405,12219815,2882,1824,1,-2,-2,10,1,5,0,-2,0,-2,4,1,0,0,-2,0,-2,4,1,1,1,0,0,1,2,-2,4,2,1,0,41,2,3,0
156,2668,7033045,2935,2334,1,-2,-2,10,0,-2,1,5,2,5,3,1,0,1,3,1,1,3,1,1,0,1,0,1,1,78,-2,5,0,0,41,1,4,1
156,2712,7421936,1341,2524,3,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,2,1,1,2,1,3,1,0,1,-2,1,75,-2,5,0,1,42,2,4,0
156,2781,7604880,1578,2748,2,-2,-2,20,1,5,0,-2,0,-2,6,0,1,1,3,1,1,4,1,2,1,0,1,-2,1,-2,-2,5,0,1,41,1,4,0
156,2887,15966070,3408,1687,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,5,1,4,1,0,1,-2,1,71,-2,6,0,0,42,1,4,2
156,2893,10063585,3927,1202,1,-2,-2,20,0,-2,1,1,2,5,4,1,1,1,4,1,1,4,1,1,1,1,1,-2,1,69,-2,4,1,1,60,1,4,0
156,2922,10128155,3692,1420,1,-2,-2,10,1,5,0,-2,0,-2,5,1,1,1,2,1,1,4,1,1,1,0,1,-2,1,72,-2,5,0,1,41,2,3,0
156,3062,12659758,2571,2398,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,4,1,2,2,1,1,0,0,0,1,1,77,-2,1,0,0,41,1,4,0
156,3099,6576848,1042,3474,1,-2,-2,10,1,2,0,-2,0,-2,4,0,1,1,3,1,1,2,1,1,1,0,0,0,1,75,-2,3,0,0,41,3,2,0
156,3156,9673875,4225,1247,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,0,0,0,0,1,67,-2,6,0,1,50,2,4,0
156,3168,7756869,2640,2412,1,-2,-2,20,0,-2,1,1,2,5,4,1,1,1,3,1,1,6,1,4,1,1,1,-2,1,74,-2,0,0,1,60,1,4,3
156,3177,6453260,3104,1588,1,-2,-2,10,1,5,0,-2,0,-2,3,0,1,1,3,1,1,3,1,2,1,0,1,-2,1,68,-2,4,0,1,41,1,4,0
156,3216,6873736,1378,2614,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,4,1,1,2,1,1,1,0,1,-2,1,78,-2,4,0,1,41,3,4,0
156,3433,15966070,3416,1683,1,-2,-2,20,1,1,0,-2,0,-2,2,1,1,1,5,1,2,4,1,2,1,1,1,-2,1,75,-2,2,0,1,41,1,4,0
156,3516,6506705,3054,1747,1,-2,-2,20,1,1,0,-2,0,-2,1,1,1,1,2,1,1,3,1,2,1,0,1,-2,1,63,-2,2,0,1,30,2,2,0
156,3637,17933924,3901,1742,2,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,5,1,1,4,1,1,1,0,0,1,1,76,-2,4,0,0,30,3,2,0
156,3796,10249224,1364,3050,1,-2,-2,10,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,2,0,0,1,-2,1,77,-2,5,0,0,41,2,4,0
156,4021,13331545,1502,2787,1,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,4,1,1,3,1,1,1,1,0,1,1,69,-2,4,0,0,30,1,4,0
156,4049,5929236,3058,1745,1,-2,-2,10,1,1,0,-2,0,-2,2,1,1,1,3,1,1,4,1,2,1,0,1,-2,1,65,-2,2,0,1,42,1,3,0
156,4100,35769037,3368,2015,1,-2,-2,20,1,1,0,-2,1,5,3,1,1,1,3,1,2,4,1,2,1,1,1,-2,1,69,-2,3,0,0,0,2,2,0
156,4138,15966070,3338,1723,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,4,1,1,1,0,1,-2,1,72,-2,4,0,1,41,3,2,0
156,4220,14918449,2366,2123,1,-2,-2,10,1,5,0,-2,0,-2,6,1,1,1,3,1,2,3,1,3,1,0,0,1,1,70,-2,5,0,0,42,2,4,0
156,4229,6506705,3181,1675,1,-2,-2,20,1,1,0,-2,0,-2,2,1,1,1,3,1,1,4,1,2,1,0,1,-2,1,68,-2,3,0,1,41,2,4,0
156,4256,7549589,4575,984,1,-2,-2,20,0,-2,1,5,1,5,4,1,1,1,3,1,1,4,1,1,1,0,1,-2,1,69,-2,2,0,0,50,1,4,0
156,4488,10028530,4211,1403,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,2,1,1,5,1,2,1,0,0,0,1,65,-2,3,0,0,30,2,3,0
156,4554,8284871,4463,1021,1,-2,-2,10,1,5,0,-2,0,-2,3,0,0,1,4,1,1,4,1,2,2,0,0,0,1,70,-2,1,0,0,30,1,4,0
156,4557,14025735,2982,1867,1,-2,-2,10,0,-2,1,5,1,5,3,1,1,1,4,1,1,6,1,3,1,0,1,-2,1,72,-2,5,0,0,50,1,4,0
156,4562,10063585,3879,1221,1,-2,-2,20,0,-2,1,1,2,1,4,1,1,1,4,1,1,5,1,2,1,0,1,-2,1,75,-2,4,0,1,60,1,4,0
156,4574,9673875,4448,1263,1,-2,-2,20,0,-2,1,5,2,5,4,1,1,1,3,1,1,4,1,1,1,0,1,-2,1,72,-2,4,0,0,60,1,4,0
156,4613,15966066,3380,1627,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,2,5,1,4,1,0,1,-2,1,73,-2,2,0,1,42,2,3,0
156,4849,6297039,990,2694,1,-2,-2,20,1,5,0,-2,0,-2,2,1,1,1,2,1,1,6,1,3,1,0,1,-2,1,74,-2,5,0,1,41,2,3,0
156,4920,15966071,4420,1060,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,4,1,4,2,0,1,-2,1,72,-2,3,0,1,50,2,4,0
156,5395,6297038,1015,2650,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,4,1,1,1,0,1,-2,1,80,-2,6,0,1,20,2,4,2
156,5465,34738579,3917,1725,1,-2,-2,10,1,2,0,-2,0,-2,3,1,1,1,2,1,1,5,1,3,1,0,0,1,1,74,-2,5,0,0,41,2,4,2
156,5526,7938139,1684,2789,1,-2,-2,20,1,1,0,-2,0,-2,3,1,1,1,2,1,1,3,1,3,1,0,1,-2,1,71,-2,3,0,0,41,1,3,0
156,5555,9986663,4147,1212,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,4,1,1,2,1,1,1,0,0,0,1,72,-2,3,0,0,41,3,4,0
156,5570,6252348,2972,1643,1,-2,-2,20,0,-2,1,1,2,5,4,1,1,1,3,1,1,3,1,2,1,0,1,-2,1,72,-2,2,0,1,60,1,4,0
156,5624,5991047,506,3691,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,1,4,1,2,1,0,1,-2,1,73,-2,4,0,1,41,3,4,2
156,5644,12469425,3355,1794,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,1,0,1,-2,1,70,-2,6,0,0,42,2,3,2
156,5810,6878405,495,3383,1,-2,-2,10,1,1,0,-2,0,-2,2,1,1,1,3,1,1,2,1,4,2,0,1,-2,1,77,-2,5,0,1,30,1,4,3
156,6052,9242950,1376,2581,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,2,2,1,2,1,1,0,1,-2,-2,-2,3,0,0,41,1,4,0
156,6109,15966070,3390,1696,2,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,2,1,1,3,1,2,0,0,1,-2,1,70,-2,2,0,0,41,2,4,1
156,6287,15506098,3740,1475,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,2,1,4,2,0,0,0,1,79,-2,1,0,1,42,1,3,0
156,6348,10128155,3751,1396,1,-2,-2,20,1,1,0,-2,0,-2,5,1,1,1,4,1,1,3,1,2,0,0,1,-2,1,74,-2,3,0,0,60,1,3,0
156,6537,6873736,1332,2696,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,1,1,1,-2,1,-2,-2,2,0,1,41,1,4,0
156,6551,12219815,3293,1652,1,-2,-2,10,1,5,0,-2,0,-2,2,1,0,1,5,1,1,4,1,1,1,1,0,0,1,70,-2,8,0,0,42,1,3,0
156,6598,10046685,3487,1884,1,-2,-2,20,1,5,1,5,1,5,2,0,0,1,3,1,1,3,1,2,1,0,1,-2,1,70,-2,2,0,1,30,2,4,2
156,6646,13331545,1492,2805,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,4,1,1,3,1,3,1,0,1,-2,1,73,-2,5,0,0,42,1,4,0
156,6695,15966065,3213,1710,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,3,1,2,0,0,1,-2,1,70,-2,4,0,0,30,1,4,0
156,6749,10352142,3325,1782,1,-2,-2,20,1,5,0,-2,0,-2,1,1,1,1,4,1,1,2,1,1,1,0,0,0,2,-2,4,2,0,1,41,2,4,0
156,6777,8101627,2347,2430,1,-2,-2,10,1,5,0,-2,0,-2,5,1,0,1,3,1,1,6,1,2,1,0,1,-2,1,68,-2,7,0,1,41,1,4,0
156,6871,12659753,2639,2334,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,2,1,1,1,0,1,-2,1,-2,-2,5,0,1,41,2,3,0
156,7045,27186436,2949,2258,1,-2,-2,20,1,2,0,-2,1,5,4,1,1,1,3,1,1,2,1,2,1,0,1,-2,1,75,-2,6,0,1,41,1,2,0
156,7131,9229279,4530,921,1,-2,-2,20,0,-2,1,5,2,5,3,1,1,1,4,1,2,4,1,4,1,0,1,-2,1,76,-2,9,1,0,60,2,3,0
156,7169,15966070,3371,1706,1,2,-2,20,1,5,0,-2,0,-2,6,0,1,1,1,1,1,1,1,2,1,0,1,-2,1,77,-2,2,0,1,60,2,3,0
156,7228,10128155,3697,1418,1,-2,-2,20,1,1,0,-2,2,1,4,1,1,1,4,1,1,3,1,2,2,1,1,-2,1,72,-2,3,0,1,50,2,4,0
156,7232,8458372,3161,1559,1,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,3,1,1,0,0,1,-2,1,63,-2,1,0,1,60,1,4,1
156,7246,13799923,4393,1191,1,-2,-2,20,1,2,0,-2,0,-2,4,1,1,1,3,1,2,5,1,1,1,0,0,1,1,-2,-2,6,0,1,42,2,2,0
156,7385,15966070,3469,1657,1,-2,-2,20,1,5,0,-2,0,-2,2,1,1,1,4,1,1,3,1,3,1,0,1,-2,1,76,-2,5,0,1,41,2,2,0
156,7445,6252348,2882,1694,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,1,1,1,4,1,0,1,-2,1,70,-2,6,0,0,42,2,4,0
156,7535,10352143,1948,2286,1,-2,-2,10,1,2,1,5,1,5,4,1,1,1,3,1,1,3,1,3,2,0,0,0,1,74,-2,14,0,0,42,1,4,2
156,7637,9308545,3241,1560,1,-2,-2,20,1,5,1,5,1,5,3,1,1,1,2,1,1,3,1,1,1,1,1,-2,1,70,-2,3,1,1,50,2,3,1
156,7638,10352141,3262,1921,1,-2,-2,10,1,2,0,-2,0,-2,4,1,1,1,5,1,1,4,1,2,1,0,0,0,1,72,-2,2,0,0,42,2,4,0
156,7856,9170445,3849,1482,1,-2,-2,20,1,5,0,-2,0,-2,2,1,1,1,3,1,1,4,1,3,1,0,1,-2,1,72,-2,6,0,1,50,2,3,0
156,7881,6873736,1374,2621,1,-2,-2,20,1,5,0,-2,0,-2,6,1,1,1,2,1,1,3,1,3,1,0,1,-2,1,78,-2,5,0,1,41,2,1,0
156,8105,9986666,4094,1232,1,-2,-2,10,1,5,0,-2,0,-2,3,1,0,1,3,1,1,3,0,0,-2,0,0,0,2,-2,2,3,1,0,41,2,3,2
156,8122,10128155,3690,1421,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,4,1,3,5,1,3,1,0,1,-2,1,70,-2,3,0,0,42,1,4,0
156,8128,11079644,3980,1518,1,-2,-2,20,1,5,0,-2,0,-2,3,0,1,1,2,1,1,4,1,2,0,0,1,-2,1,-2,-2,5,0,0,41,1,3,2
156,8236,14549080,4618,605,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,3,1,1,4,1,6,2,0,1,-2,1,75,-2,2,1,0,60,2,3,0
156,8253,5991047,513,3674,1,-2,-2,20,1,5,0,-2,0,-2,4,0,1,1,3,1,1,4,1,3,3,0,1,-2,1,78,-2,5,0,1,42,2,4,0
156,8400,15966070,3344,1720,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,3,1,1,3,1,2,1,1,1,-2,1,71,-2,5,1,0,42,3,1,0
156,8553,5367506,634,3361,2,-2,-2,20,1,5,0,-2,0,-2,6,1,1,1,3,1,1,6,1,4,1,0,1,-2,1,74,-2,6,0,1,41,3,1,0
156,8570,14209278,4266,1384,2,-2,-2,20,1,1,0,-2,0,-2,4,1,1,1,3,1,1,5,1,8,2,0,1,-2,1,73,-2,1,0,1,50,2,3,0
156,8612,9308545,3291,1536,2,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,2,1,1,3,1,2,1,0,1,-2,1,78,-2,4,0,0,30,2,4,0
156,8678,14025735,2704,1997,1,-2,-2,10,1,5,0,-2,0,-2,4,1,1,1,3,1,1,2,1,1,1,0,1,-2,1,72,-2,3,0,0,41,1,4,0
156,8698,13971395,5234,926,1,-2,-2,10,1,5,0,-2,0,-2,3,1,1,1,3,1,1,2,1,4,2,0,1,-2,1,71,-2,5,1,1,42,1,4,0
156,8712,7543194,1366,2635,1,-2,-2,20,1,1,0,-2,0,-2,3,1,1,1,2,1,1,3,1,3,1,0,1,-2,1,70,-2,4,0,1,41,2,3,0
156,8750,7549587,3818,1315,1,-2,-2,20,1,5,0,-2,2,5,3,1,1,1,2,1,1,6,1,3,1,0,1,-2,1,71,-2,6,0,1,60,1,3,0
156,8788,7133121,2166,2809,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,2,1,1,3,1,1,1,0,1,-2,1,76,-2,2,0,1,42,1,4,0
156,8876,15966070,3442,1670,1,-2,-2,20,1,5,0,-2,0,-2,3,1,1,1,2,1,1,3,1,1,1,1,1,-2,1,68,-2,5,0,0,42,2,4,1
156,8946,12659755,2599,2372,1,-2,-2,20,0,-2,1,5,1,5,4,1,1,1,2,1,1,2,1,1,1,0,0,1,1,72,-2,6,0,1,42,1,4,0
156,8951,27399311,2866,2004,1,-2,-2,10,1,5,0,-2,0,-2,2,1,1,1,3,1,1,2,1,1,1,1,0,1,1,74,-2,3,0,1,41,1,4,0
156,8959,10128155,3669,1429,1,-2,-2,20,1,5,0,-2,0,-2,4,1,1,1,2,1,2,5,1,2,1,1,1,-2,1,76,-2,2,0,0,50,1,4,0
156,9055,9673875,4389,1301,1,-2,-2,20,1,5,0,-2,0,-2,6,0,1,1,2,1,1,4,1,4,0,1,1,-2,1,72,-2,2,1,0,50,1,4,0
156,9082,9339605,1674,2735,1,-2,-2,10,1,2,0,-2,0,-2,0,1,0,1,3,1,1,2,1,1,1,0,0,0,1,-2,-2,3,0,0,42,1,4,0
156,9294,8101628,1989,2664,1,-2,-2,10,1,5,0,-2,0,-2,6,1,0,1,3,1,1,3,1,1,0,0,0,0,1,70,-2,2,0,0,41,1,4,0
156,9298,10310212,4364,1292,1,-2,-2,20,1,5,1,5,2,5,4,1,1,1,3,1,1,3,0,0,-2,0,1,-2,1,73,-2,5,0,1,60,2,3,2
